,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Player,Age,Tm,Pos,PTS,G,A,S,S,S%,SAtt.,Thru%,CF% rel,PDO,oZS%,dZS%,ATOI,TOI,TOI,GP,G,EV,PP,A,EV,PP,PPG/G,PPA/G,PTS
Jeff Skinner,18,CAR,RW,0.77,0.38,0.39,2.62,215,14.4,400,52.8,1.2,102,53.4,46.6,16:44,1372,3:11,82,31,25,6,32,20,12,0.073,0.146,63
Alexander Burmistrov,19,ATL,C,0.27,0.08,0.19,1.24,92,6.5,162,55.6,-3.3,98.5,55.9,44.1,13:13,978,0:18,74,6,6,0,14,13,0,0,0,20
Cam Fowler,19,ANA,D,0.53,0.13,0.39,1.62,123,8.1,255,48.2,-5.2,98.2,52.4,47.6,22:08,1682,3:37,76,10,4,6,30,13,17,0.079,0.224,40
Evander Kane,19,ATL,C,0.59,0.26,0.33,3.21,234,8.1,369,61.8,-2.4,97.8,54.4,45.6,17:52,1304,2:16,73,19,15,4,24,20,4,0.055,0.055,43
Jacob Josefson,19,NJD,C,0.36,0.11,0.25,1.11,31,9.7,55,54.5,-5.4,102.8,58,42,13:14,371,1:45,28,3,3,0,7,4,3,0,0.107,10
Magnus Paajarvi,19,EDM,LW,0.43,0.19,0.24,2.25,180,8.3,316,56.6,1.9,98.7,51.3,48.7,15:23,1231,1:50,80,15,12,3,19,13,6,0.038,0.075,34
Nick Leddy,19,CHI,D,0.15,0.09,0.07,0.8,37,10.8,68,54.4,-5.3,98.1,62.2,37.8,14:19,658,0:12,46,4,4,0,3,2,1,0,0.022,7
Oliver Ekman-Larsson,19,PHX,D,0.23,0.02,0.21,1.04,50,2,117,42.7,1.3,100.3,52,48,15:02,722,0:59,48,1,1,0,10,8,2,0,0.042,11
Ryan O'Reilly,19,COL,C,0.35,0.18,0.18,1.61,119,10.9,181,65.7,3.6,97.8,40.4,59.6,16:03,1188,0:37,74,13,10,2,13,10,2,0.027,0.027,26
Taylor Hall,19,EDM,LW,0.65,0.34,0.31,2.86,186,11.8,363,51.2,5.4,99.6,52.4,47.6,18:13,1184,2:43,65,22,14,8,20,17,3,0.123,0.046,42
Tyler Seguin,19,BOS,C,0.3,0.15,0.15,1.77,131,8.4,207,63.3,-4.5,100,51.2,48.8,12:13,904,1:21,74,11,10,1,11,9,2,0.014,0.027,22
Andrei Loktionov,20,LAK,C,0.37,0.21,0.16,1.37,26,15.4,54,48.1,-2.8,103.8,52.9,47.1,14:46,280,2:34,19,4,4,0,3,2,1,0,0.053,7
Brandon McMillan,20,ANA,LW,0.35,0.18,0.17,1.28,77,14.3,133,57.9,-7.9,99.3,52.5,47.5,14:04,844,0:23,60,11,7,2,10,7,1,0.033,0.017,21
Derek Stepan,20,NYR,C,0.55,0.26,0.29,2.02,166,12.7,309,53.7,2.9,100.5,64,36,16:27,1348,2:22,82,21,18,3,24,17,7,0.037,0.085,45
Dmitry Kulikov,20,FLA,D,0.36,0.08,0.28,1.15,83,7.2,213,39,-0.3,99.3,52.9,47.1,19:57,1436,2:36,72,6,5,1,20,16,4,0.014,0.056,26
Erik Karlsson,20,OTT,D,0.6,0.17,0.43,2.43,182,7.1,375,48.5,0.3,96.6,57.3,42.7,23:31,1764,3:39,75,13,9,4,32,14,17,0.053,0.227,45
John Tavares,20,NYI,C,0.85,0.37,0.48,3.08,243,11.9,404,60.1,2,98.6,55.6,44.4,19:15,1521,3:29,79,29,20,9,38,23,15,0.114,0.19,67
Jordan Caron,20,BOS,RW,0.3,0.13,0.17,1.17,27,11.1,49,55.1,-5,104,49.3,50.7,12:40,291,0:04,23,3,3,0,4,4,0,0,0,7
Jordan Eberle,20,EDM,C,0.62,0.26,0.36,2.29,158,11.4,286,55.2,4.1,97.5,48.7,51.3,17:41,1220,2:32,69,18,12,4,25,18,7,0.058,0.101,43
Kyle Clifford,20,LAK,LW,0.18,0.09,0.09,0.91,69,10.1,130,53.1,-5.8,98,52.5,47.5,9:30,722,0:01,76,7,7,0,7,7,0,0,0,14
Lance Bouma,20,CGY,C,0.06,0,0.06,0.56,9,0,17,52.9,1.5,97.4,58,42,5:52,94,0:00,16,0,0,0,1,1,0,0,0,1
Luke Adam,20,BUF,LW,0.21,0.16,0.05,1.63,31,9.7,50,62,-6,97.1,53.6,46.4,11:13,213,1:36,19,3,3,0,1,0,1,0,0.053,4
Marco Scandella,20,MIN,D,0.1,0,0.1,0.65,13,0,27,48.1,-3.6,94,53.9,46.1,14:58,299,0:10,20,0,0,0,2,2,0,0,0,2
Marcus Johansson,20,WSH,C,0.39,0.19,0.2,1.48,102,12.7,177,57.6,-4.5,101.8,58.4,41.6,14:43,1016,0:57,69,13,10,2,14,13,1,0.029,0.014,27
Matt Duchene,20,COL,C,0.84,0.34,0.5,2.53,202,13.4,356,56.7,-0.6,99.8,55.8,44.2,18:57,1516,2:50,80,27,24,3,40,28,12,0.038,0.15,67
Mattias Tedenby,20,NJD,LW,0.38,0.14,0.24,1.5,87,9.2,134,63.4,0.9,100.7,56.7,43.3,12:33,728,1:52,58,8,6,2,14,11,3,0.034,0.052,22
Michael Del Zotto,20,NYR,D,0.23,0.04,0.19,1.23,58,3.4,152,38.2,1.7,98.1,53,47,19:29,916,3:45,47,2,0,2,9,4,5,0.043,0.106,11
Nazem Kadri,20,TOR,C,0.41,0.1,0.31,1.76,51,5.9,94,54.3,4.4,100.1,52.8,47.2,15:47,457,2:35,29,3,3,0,9,7,2,0,0.069,12
Nikita Filatov,20,CBJ,LW,0.3,0,0.3,1.35,31,0,61,50.8,3.6,102.5,55,45,12:19,283,2:34,23,0,0,0,7,4,3,0,0.13,7
Patrice Cormier,20,ATL,C,0.1,0.05,0.05,1.29,27,3.7,38,71.1,-6.4,96.2,45.1,54.9,9:39,203,0:13,21,1,1,0,1,1,0,0,0,2
Philip McRae,20,STL,C,0.2,0.07,0.13,0.87,13,7.7,25,52,-16.3,87.8,65.1,34.9,9:02,136,0:13,15,1,1,0,2,2,0,0,0,3
Steven Stamkos,20,TBL,C,1.11,0.55,0.56,3.32,272,16.5,518,52.3,-0.7,101.9,49.3,50.7,20:12,1656,4:32,82,45,28,17,46,27,19,0.207,0.232,91
Tomas Vincour,20,DAL,C,0.08,0.04,0.04,1.08,26,3.8,52,50,4.3,94.9,64,36,9:26,226,0:08,24,1,1,0,1,1,0,0,0,2
Travis Hamonic,20,NYI,D,0.42,0.08,0.34,1.9,118,4.2,253,45.5,2.7,99.7,46.5,53.5,21:34,1338,1:58,62,5,4,1,21,17,3,0.016,0.048,26
Tyler Myers,20,BUF,D,0.46,0.13,0.34,1.53,122,8.2,270,45.2,5.2,98.8,52.8,47.2,22:27,1797,2:47,80,10,7,3,27,16,11,0.038,0.138,37
Victor Hedman,20,TBL,D,0.33,0.04,0.29,1.28,101,3,243,41.6,2.7,98.6,49.1,50.9,21:01,1660,1:38,79,3,3,0,23,20,3,0,0.038,26
Zach Bogosian,20,ATL,D,0.24,0.07,0.17,2.18,155,3.2,300,50.7,-6.7,97.2,47.9,52.1,22:24,1591,1:58,71,5,5,0,12,8,4,0,0.056,17
Alex Pietrangelo,21,STL,D,0.54,0.14,0.41,2.04,161,6.8,352,45.7,4.2,100.1,56.6,43.4,22:00,1738,3:00,79,11,7,4,32,21,10,0.051,0.127,43
Brandon Sutter,21,CAR,C,0.35,0.17,0.18,1.77,145,9.7,241,59.8,-5.4,103.1,43.7,56.3,16:51,1382,0:45,82,14,13,1,15,12,2,0.012,0.024,29
Chris Tanev,21,VAN,D,0.03,0,0.03,0.52,15,0,38,39.5,0,98.8,42.2,57.8,13:47,400,0:04,29,0,0,0,1,0,1,0,0.034,1
Colin Wilson,21,NSH,C,0.41,0.2,0.22,1.23,101,15.8,186,54.3,-0.1,102.7,52,48,13:18,1090,1:40,82,16,14,2,18,14,4,0.024,0.049,34
Dana Tyrell,21,TBL,C,0.19,0.08,0.12,0.94,73,8.2,118,61.9,-5.9,97.4,45.3,54.7,12:03,940,0:06,78,6,6,0,9,9,0,0,0,15
Drayson Bowman,21,CAR,C,0.04,0,0.04,1.22,28,0,61,44.3,0.7,99.9,44.6,55.4,9:49,226,0:27,23,0,0,0,1,1,0,0,0,1
Drew Doughty,21,LAK,D,0.53,0.14,0.38,1.83,139,7.9,341,40.8,1.9,101.1,53.5,46.5,25:39:00,1949,4:10,76,11,6,5,29,19,10,0.066,0.132,40
Eric Tangradi,21,PIT,LW,0.2,0.07,0.13,1.2,18,5.6,25,72,-9.1,94.7,52.6,47.4,11:12,168,1:39,15,1,1,0,2,2,0,0,0,3
Evgeni Dadonov,21,FLA,RW,0.47,0.22,0.25,1.67,60,13.3,101,59.4,3.3,100.4,50.4,49.6,14:15,513,0:54,36,8,7,1,9,9,0,0.028,0,17
Ian Cole,21,STL,D,0.15,0.04,0.12,0.85,22,4.5,58,37.9,1.1,102.1,54.7,45.3,17:36,458,0:26,26,1,1,0,3,3,0,0,0,4
Jakub Voracek,21,CBJ,RW,0.58,0.18,0.4,2.29,183,7.7,299,61.2,3.6,99,58.1,41.9,16:58,1358,2:57,80,14,12,2,32,26,6,0.025,0.075,46
James van Riemsdyk,21,PHI,LW,0.53,0.28,0.25,2.31,173,12.1,303,57.1,-2.7,102.5,52.7,47.3,14:32,1090,1:19,75,21,18,3,19,18,1,0.04,0.013,40
Jamie Benn,21,DAL,LW,0.81,0.32,0.49,2.57,177,12.4,325,54.2,0.1,100.1,59.1,40.9,18:01,1243,2:17,69,22,12,6,34,27,5,0.087,0.072,56
Jared Spurgeon,21,MIN,D,0.23,0.08,0.15,0.72,38,10.5,80,47.5,1.2,100.2,54.4,45.6,15:04,799,1:28,53,4,2,2,8,4,4,0.038,0.075,12
John Carlson,21,WSH,D,0.45,0.09,0.37,1.76,144,4.9,308,46.4,2.7,102,50.4,49.6,22:39,1857,2:14,82,7,6,1,30,25,5,0.012,0.061,37
Josh Bailey,21,NYI,C,0.4,0.16,0.24,1.46,102,10.8,162,63,-3,97.6,43,57,17:50,1248,2:23,70,11,6,5,17,10,4,0.071,0.057,28
Keith Aulie,21,TOR,D,0.05,0.05,0,0.8,32,6.3,76,42.1,-7.2,102.3,43.4,56.6,19:08,765,0:14,40,2,2,0,0,0,0,0,0,2
Kyle Turris,21,PHX,C,0.38,0.17,0.22,1.78,116,9.5,186,62.4,3.1,100.3,66.2,33.8,11:16,733,1:26,65,11,11,0,14,13,1,0,0.015,25
Lars Eller,21,MTL,C,0.22,0.09,0.13,1.03,79,8.9,171,46.2,0.5,99.1,51.6,48.4,11:08,858,0:17,77,7,7,0,10,10,0,0,0,17
Logan Couture,21,SJS,C,0.71,0.41,0.3,3.2,253,12.6,431,58.7,3.3,101.4,51.2,48.8,17:49,1408,2:11,79,32,22,10,24,20,4,0.127,0.051,56
Luca Sbisa,21,ANA,D,0.16,0.03,0.13,1.12,76,2.6,148,51.4,-5.3,98.7,56.1,43.9,16:48,1142,1:18,68,2,1,1,9,7,0,0.015,0,11
Luke Schenn,21,TOR,D,0.27,0.06,0.21,1.56,128,3.9,311,41.2,-1.6,99.5,49.4,50.6,22:22,1834,0:59,82,5,5,0,17,16,0,0,0,22
Matt Calvert,21,CBJ,LW,0.48,0.26,0.21,1.19,50,22,83,59,2.7,100.5,63.2,36.8,11:06,466,0:58,42,11,8,3,9,8,1,0.071,0.024,20
Matt Martin,21,NYI,LW,0.21,0.07,0.13,0.88,60,8.3,130,44.6,-10.3,99.2,45.4,54.6,10:57,745,0:13,68,5,5,0,9,8,0,0,0,14
Mikael Backlund,21,CGY,C,0.34,0.14,0.21,1.97,144,6.9,240,60,6.6,98.7,53.5,46.5,12:05,882,0:36,73,10,8,2,15,12,2,0.027,0.027,25
Mikkel Boedker,21,PHX,LW,0.41,0.12,0.29,1.15,39,10.3,76,51.3,3.5,107.7,56.1,43.9,10:54,371,1:17,34,4,4,0,10,8,2,0,0.059,14
Nick Palmieri,21,NJD,RW,0.4,0.21,0.19,1.53,66,13.6,126,52.4,-1.2,103.5,57.6,42.4,14:20,616,0:33,43,9,8,1,8,7,1,0.023,0.023,17
P.K. Subban,21,MTL,D,0.49,0.18,0.31,2.56,197,7.1,390,50.5,4.6,97.7,49,51,22:16,1715,3:04,77,14,5,9,24,15,9,0.117,0.117,38
Ryan McDonagh,21,NYR,D,0.23,0.03,0.2,0.68,27,3.7,70,38.6,-1.8,102.7,50.4,49.6,18:44,750,0:06,40,1,1,0,8,6,0,0,0,9
Sam Gagner,21,EDM,C,0.62,0.22,0.4,2.03,138,10.9,242,57,4.8,97.4,49.9,50.1,17:45,1207,2:56,68,15,11,3,27,21,6,0.044,0.088,42
Scott Timmins,21,FLA,C,0.05,0.05,0,0.68,13,7.7,31,41.9,2.6,90.8,44.3,55.7,10:49,206,0:01,19,1,1,0,0,0,0,0,0,1
Tyler Ennis,21,BUF,C,0.6,0.24,0.35,2.56,210,9.5,340,61.8,-1.7,101,54.8,45.2,15:40,1285,2:16,82,20,15,5,29,20,9,0.061,0.11,49
Zac Dalpe,21,CAR,C,0.27,0.2,0.07,1.07,16,18.8,28,57.1,-6.1,103.2,51,49,7:56,119,0:04,15,3,3,0,1,1,0,0,0,4
Zach Boychuk,21,CAR,C,0.3,0.17,0.13,1.91,44,9.1,63,69.8,-4.3,99.5,43.9,56.1,10:43,247,0:47,23,4,3,1,3,3,0,0.043,0,7
Alexander Vasyunov,22,NJD,LW,0.28,0.06,0.22,1,18,5.6,32,56.3,7.5,98.1,54.4,45.6,11:29,207,0:04,18,1,1,0,4,4,0,0,0,5
Artem Anisimov,22,NYR,C,0.54,0.22,0.32,2.32,190,9.5,335,56.7,-0.7,100.4,50,50,16:12,1329,1:47,82,18,15,3,26,21,5,0.037,0.061,44
Blake Geoffrion,22,NSH,LW,0.4,0.3,0.1,1.2,24,25,35,68.6,2.8,104.4,58.3,41.7,8:16,165,0:01,20,6,6,0,2,2,0,0,0,8
Brad Marchand,22,BOS,C,0.53,0.27,0.26,1.94,149,14.1,226,65.5,-0.3,103,50,50,13:59,1077,0:32,77,21,14,2,20,18,1,0.026,0.013,41
Dustin Jeffrey,22,PIT,C,0.48,0.28,0.2,1.56,39,17.9,70,55.7,4,101.6,54.2,45.8,12:58,324,1:54,25,7,6,1,5,5,0,0.04,0,12
Erik Johnson,22,TOT,D,0.38,0.1,0.27,2.09,161,5,315,51.1,-0.9,98.1,53.7,46.3,22:49,1757,2:43,77,8,4,3,21,13,7,0.039,0.091,29
Jamie McBain,22,CAR,D,0.39,0.09,0.3,1.25,95,7.4,220,42.7,-0.9,100,48.9,51.1,19:06,1452,2:45,76,7,6,1,23,16,7,0.013,0.092,30
Jamie McGinn,22,SJS,LW,0.12,0.02,0.1,1.29,63,1.6,121,52.1,-7,98.3,44.5,55.5,11:35,568,0:05,49,1,1,0,5,5,0,0,0,6
Jason Demers,22,SJS,D,0.32,0.03,0.29,1.4,105,1.9,245,42.9,3.2,101.8,48.3,51.7,19:30,1462,2:11,75,2,2,0,22,16,6,0,0.08,24
Jiri Tlusty,22,CAR,C,0.21,0.11,0.11,0.93,53,11.3,102,52,-1.7,101.3,45.1,54.9,9:52,562,0:09,57,6,6,0,6,6,0,0,0,12
Jonathan Toews,22,CHI,C,0.95,0.4,0.55,2.91,233,13.7,344,67.7,4.1,101.6,62.3,37.7,20:46,1661,3:05,80,32,21,10,44,28,15,0.125,0.188,76
Jonathon Blum,22,NSH,D,0.35,0.13,0.22,0.78,18,16.7,40,45,-3.2,105.6,49.8,50.2,17:45,408,1:23,23,3,2,1,5,5,0,0.043,0,8
Jordan Staal,22,PIT,C,0.71,0.26,0.45,2.17,91,12.1,166,54.8,2.2,101.1,49,51,21:21,897,3:09,42,11,8,3,19,13,4,0.071,0.095,30
Justin Falk,22,MIN,D,0.14,0,0.14,0.32,7,0,21,33.3,-3,100.7,36.7,63.3,14:09,311,0:04,22,0,0,0,3,3,0,0,0,3
Karl Alzner,22,WSH,D,0.15,0.02,0.12,0.78,64,3.1,140,45.7,0.4,101.7,49.6,50.4,20:01,1641,0:22,82,2,2,0,10,10,0,0,0,12
Keaton Ellerby,22,FLA,D,0.22,0.04,0.19,1.04,56,3.6,137,40.9,1.4,95.7,51.7,48.3,16:06,869,0:23,54,2,2,0,10,9,1,0,0.019,12
Kevin Shattenkirk,22,TOT,D,0.6,0.13,0.47,1.5,108,8.3,244,44.3,0.6,99.1,60.7,39.3,19:50,1429,2:57,72,9,6,3,34,22,12,0.042,0.167,43
Kyle Okposo,22,NYI,RW,0.53,0.13,0.39,1.89,72,6.9,163,44.2,5.7,98.8,45.8,54.2,16:35,630,2:32,38,5,5,0,15,10,5,0,0.132,20
Matt Beleskey,22,ANA,LW,0.29,0.09,0.2,1.66,58,5.2,94,61.7,-5.8,98.9,53.2,46.8,12:59,454,0:21,35,3,3,0,7,6,0,0,0,10
Matt Halischuk,22,NSH,RW,0.44,0.15,0.3,1.07,29,13.8,55,52.7,-4.5,106.3,58.5,41.5,10:08,273,0:04,27,4,4,0,8,8,0,0,0,12
Matthew Corrente,22,NJD,D,0.27,0,0.27,0.95,21,0,40,52.5,-5.2,97.9,53.8,46.2,13:36,299,0:02,22,0,0,0,6,6,0,0,0,6
Max Pacioretty,22,MTL,LW,0.65,0.38,0.27,3.03,112,12.5,188,59.6,10.7,97.4,58.3,41.7,15:54,588,2:26,37,14,7,7,10,9,1,0.189,0.027,24
Michael Frolik,22,TOT,C,0.48,0.14,0.34,3.14,251,4.4,409,61.4,0.6,99.3,49.4,50.6,15:36,1247,1:41,80,11,10,1,27,22,5,0.013,0.063,38
Michal Repik,22,FLA,RW,0.26,0.06,0.19,1.74,54,3.7,94,57.4,3.6,96,41.8,58.2,12:47,396,0:54,31,2,2,0,6,5,1,0,0.032,8
Milan Lucic,22,BOS,LW,0.78,0.38,0.41,2.19,173,17.3,340,50.9,3,104.2,52.5,47.5,16:35,1310,2:30,79,30,25,5,32,23,9,0.063,0.114,62
Nick Bonino,22,ANA,C,0,0,0,0.88,23,0,41,56.1,-2.6,97.8,61.2,38.8,9:48,255,0:17,26,0,0,0,0,0,0,0,0,0
Nick Spaling,22,NSH,C,0.19,0.11,0.08,1.01,75,10.7,144,52.1,-5.9,98.9,42,58,13:56,1031,0:07,74,8,7,1,6,6,0,0.014,0,14
Patrick Kane,22,CHI,RW,1,0.37,0.63,2.96,216,12.5,378,57.1,2.5,99.3,68.8,31.3,19:17,1408,3:14,73,27,22,5,46,27,19,0.068,0.26,73
Patrik Berglund,22,STL,C,0.64,0.27,0.37,2.16,175,12.6,314,55.7,2.8,97.9,60,40,17:11,1392,2:53,81,22,14,8,30,20,9,0.099,0.111,52
Ryan White,22,MTL,RW,0.19,0.07,0.11,1.11,30,6.7,44,68.2,1.8,103.7,44.5,55.5,8:55,241,0:07,27,2,2,0,3,3,0,0,0,5
Shawn Matthias,22,FLA,C,0.31,0.12,0.2,1.76,90,6.7,135,66.7,-0.9,100,54.9,45.1,11:50,604,0:39,51,6,6,0,10,8,2,0,0.039,16
Steven Kampfer,22,BOS,D,0.26,0.13,0.13,1.5,57,8.8,130,43.8,3,101.8,49,51,17:44,674,1:52,38,5,5,0,5,2,3,0,0.079,10
T.J. Galiardi,22,COL,LW,0.43,0.2,0.23,1.77,62,11.3,110,56.4,-2,98.6,52.6,47.4,16:12,567,0:44,35,7,7,0,8,6,2,0,0.057,15
Ty Wishart,22,NYI,D,0.25,0.05,0.2,1.15,23,4.3,53,43.4,4.6,101,49.3,50.7,16:49,336,0:30,20,1,0,1,4,3,0,0.05,0,5
Wayne Simmonds,22,LAK,RW,0.38,0.18,0.2,1.46,117,12,226,51.8,-5.9,100.7,49.7,50.3,13:27,1076,0:50,80,14,13,1,16,16,0,0.013,0,30
Yannick Weber,22,MTL,D,0.27,0.02,0.24,1.54,63,1.6,162,38.9,4,100.3,57.7,42.3,16:34,679,1:52,41,1,1,0,10,5,5,0,0.122,11
Zack Smith,22,OTT,C,0.16,0.07,0.09,1.42,78,5.1,134,58.2,0.5,96.4,53.6,46.4,12:36,693,0:26,55,4,4,0,5,5,0,0,0,9
Alec Martinez,23,LAK,D,0.27,0.08,0.18,1.23,74,6.8,190,38.9,2.1,101.3,52.7,47.3,15:17,917,1:45,60,5,4,1,11,7,4,0.017,0.067,16
Andreas Nodl,23,PHI,RW,0.33,0.16,0.16,1.49,100,11,151,66.2,-3.2,102.7,44.6,55.4,13:16,889,0:15,67,11,9,1,11,11,0,0.015,0,22
Andrew Cogliano,23,EDM,C,0.43,0.13,0.29,1.57,129,8.5,233,54.9,1,98.2,48.1,51.9,17:15,1415,0:55,82,11,10,0,24,17,5,0,0.061,35
Anze Kopitar,23,LAK,C,0.97,0.33,0.64,3.11,233,10.7,410,56.8,1.9,103.5,52.5,47.5,21:35,1619,3:37,75,25,18,6,48,36,12,0.08,0.16,73
Benn Ferriero,23,SJS,C,0.27,0.15,0.12,1.7,56,8.9,111,50.5,4.1,103.1,51.5,48.5,13:05,432,0:56,33,5,4,1,4,4,0,0.03,0,9
Bobby Butler,23,OTT,LW,0.58,0.28,0.31,2.03,73,13.7,116,62.9,0.7,96,50.2,49.8,15:26,555,2:12,36,10,9,1,11,7,4,0.028,0.111,21
Bobby Ryan,23,ANA,RW,0.87,0.41,0.45,3.29,270,12.6,421,63.7,5.4,103.1,53.7,46.3,20:11,1655,2:24,82,34,28,5,37,32,5,0.061,0.061,71
Brendan Mikkelson,23,TOT,D,0.08,0,0.08,0.58,14,0,36,38.9,-3.5,97.6,50.3,49.7,14:14,341,0:14,24,0,0,0,2,2,0,0,0,2
Brian Lee,23,OTT,D,0.06,0,0.06,0.7,35,0,90,38.9,-3.8,96.8,48.4,51.6,17:17,865,0:05,50,0,0,0,3,3,0,0,0,3
Bryan Little,23,ATL,C,0.63,0.24,0.39,2.08,158,11.4,281,55.5,1.9,102,54.1,45.9,18:27,1403,2:26,76,18,14,2,30,21,8,0.026,0.105,48
Cal Clutterbuck,23,MIN,RW,0.45,0.25,0.2,2.51,191,9.9,333,57.4,-0.2,100.9,39.3,60.7,15:51,1204,2:05,76,19,15,4,15,13,1,0.053,0.013,34
Casey Wellman,23,MIN,C,0.13,0.07,0.07,1.33,20,5,34,58.8,-1.1,101,39.2,60.8,10:39,160,0:58,15,1,1,0,1,1,0,0,0,2
Chris Stewart,23,TOT,RW,0.85,0.45,0.4,2.61,162,17.3,245,66.1,1,98.7,55.7,44.3,17:29,1084,2:52,62,28,16,12,25,21,4,0.194,0.065,53
Claude Giroux,23,PHI,RW,0.93,0.3,0.62,2.06,169,14.8,303,55.8,3.3,100.5,50.2,49.8,19:24,1591,3:04,82,25,14,8,51,36,11,0.098,0.134,76
Cody Franson,23,NSH,D,0.36,0.1,0.26,1.95,156,5.1,304,51.3,1.2,102.1,50.5,49.5,15:11,1214,1:53,80,8,6,2,21,17,4,0.025,0.05,29
Dan Sexton,23,ANA,RW,0.28,0.09,0.19,1.66,78,5.1,118,66.1,-4,98.1,54.6,45.4,11:35,545,0:23,47,4,3,1,9,9,0,0.021,0,13
David Schlemko,23,PHX,D,0.33,0.09,0.23,1.09,47,8.5,92,51.1,1.5,102.7,48.3,51.7,16:02,690,1:36,43,4,4,0,10,5,5,0,0.116,14
Derek Joslin,23,TOT,D,0.26,0.06,0.21,1,34,5.9,77,44.2,-0.8,103.4,49.8,50.2,15:16,519,1:08,34,2,1,1,7,7,0,0.029,0,9
Derick Brassard,23,CBJ,C,0.64,0.23,0.41,2.47,183,9.3,304,60.2,-0.2,99,61.9,38.1,17:02,1260,2:58,74,17,11,6,30,20,10,0.081,0.135,47
Jack Skille,23,TOT,RW,0.31,0.13,0.18,2.48,154,5.2,242,63.2,2.4,95.6,58.2,41.8,11:55,739,0:36,62,8,7,1,11,11,0,0.016,0,19
Jakub Kindl,23,DET,D,0.08,0.04,0.04,1.29,62,3.2,123,50.4,-4.9,98.2,57.8,42.2,13:37,653,0:42,48,2,2,0,2,2,0,0,0,4
James Neal,23,TOT,LW,0.57,0.28,0.29,2.68,212,10.4,380,55.5,4.8,102.1,57.8,42.2,17:30,1382,2:34,79,22,17,5,23,18,5,0.063,0.063,45
Jan Mursak,23,DET,LW,0.05,0.05,0,1.05,20,5,34,58.8,7.4,93,61.4,38.6,8:12,156,0:03,19,1,1,0,0,0,0,0,0,1
Jeff Petry,23,EDM,D,0.14,0.03,0.11,1.17,41,2.4,118,34.7,0.2,95.7,49.1,50.9,20:22,713,2:11,35,1,1,0,4,1,3,0,0.086,5
Jerome Samson,23,CAR,RW,0.09,0,0.09,1.22,28,0,61,45.9,3,99.4,51.5,48.5,6:51,158,0:04,23,0,0,0,2,2,0,0,0,2
Jesse Joensuu,23,NYI,RW,0.21,0.14,0.07,0.98,41,14.6,74,55.4,-5.9,100.4,44.9,55.1,11:35,486,0:07,42,6,6,0,3,3,0,0,0,9
Jonas Holos,23,COL,D,0.15,0,0.15,0.92,36,0,85,42.4,-1,100.2,47,53,18:03,704,1:38,39,0,0,0,6,4,1,0,0.026,6
Justin Abdelkader,23,DET,LW,0.26,0.09,0.16,1.74,129,5.4,226,57.1,-0.4,101.9,58.8,41.2,12:18,910,0:09,74,7,7,0,12,11,0,0,0,19
Justin Braun,23,SJS,D,0.39,0.07,0.32,1.57,44,4.5,112,39.3,2.3,98.7,49.4,50.6,16:30,462,1:01,28,2,0,2,9,9,0,0.071,0,11
Kris Letang,23,PIT,D,0.61,0.1,0.51,2.88,236,3.4,463,50.8,3.7,100.2,54.9,45.1,24:02:00,1971,4:28,82,8,4,4,42,21,20,0.049,0.244,50
Kris Russell,23,CBJ,D,0.32,0.07,0.25,1.21,88,5.7,197,44.7,0.6,98.8,59.4,40.6,17:31,1279,2:45,73,5,4,1,18,12,5,0.014,0.068,23
Linus Omark,23,EDM,LW,0.53,0.1,0.43,1.49,76,6.6,141,53.9,4.8,95.5,52.8,47.2,15:21,783,2:38,51,5,4,1,22,15,7,0.02,0.137,27
